liking,trust,anger,sadness,fear
great,kudos,pain,sick,scam
love,ideal,cancer,fail,hell
best,flawless,hate,suffer,
free,thankful,failure,grim,
perfect,encouraging,killing,harm,
excellent,perfection,unprofessional,depression,
awesome,comfortable,disgusting,,
wonderful,congratulations,idiot,,
happy,confidence,,,
amazing,,,,
loved,,,,
super,,,,
fantastic,,,,
brilliant,,,,
trust,,,,
superb,,,,
honest,,,,
outstanding,,,,
lovely,,,,
tops,,,,
adore,,,,
winner,,,,
pleasure,,,,
