liking,trust,anger,sadness,fear
love,encourage,hate,fail,horrendous
great,kudos,failure,disappointment,
awesome,encouraging,pain,unhealthy,
happy,congratulations,kill,ruin,
best,confidence,idiot,abuse,
super,thankful,torture,disgusted,
perfect,comfortable,spite,,
amazing,,cancer,,
loved,,disgusting,,
wonderful,,disaster,,
beautiful,,,,
success,,,,
free,,,,
excellent,,,,
fantastic,,,,
brilliant,,,,
honest,,,,
trust,,,,
cheer,,,,
merry,,,,
courteous,,,,
