liking,trust,anger,sadness,fear
love,comfortable,pain,sick,hell
great,flawless,hate,suffer,stressful
super,confidence,failure,fail,
awesome,,crappy,,
amazing,,anger,,
best,,killing,,
excellent,,,,
perfect,,,,
wonderful,,,,
happy,,,,
loved,,,,
fantastic,,,,
free,,,,
outstanding,,,,
success,,,,
beautiful,,,,
trust,,,,
courteous,,,,
