liking,trust,anger,sadness,fear
great,comfortable,hate,fail,fraud
love,,failure,disgusted,hell
super,,crappy,sick,disturbing
excellent,,pain,,scam
awesome,,lousy,,
free,,pissed,,
best,,disaster,,
loved,,catastrophe,,
happy,,rage,,
amazing,,idiot,,
wonderful,,,,
perfect,,,,
fantastic,,,,
outstanding,,,,
courteous,,,,
beautiful,,,,
rage,,,,
fascinate,,,,
success,,,,
tops,,,,
