liking,trust,anger,sadness,fear
love,encouraging,hate,,scam
great,comfortable,hurt,,hell
best,encourage,unprofessional,,hurt
awesome,ideal,angry,,fraud
free,thankful,disgusting,,
excellent,,anger,,
amazing,,,,
loved,,,,
super,,,,
perfect,,,,
wonderful,,,,
happy,,,,
fantastic,,,,
superb,,,,
brilliant,,,,
lovely,,,,
marvelous,,,,
trust,,,,
inspiration,,,,
magnificent,,,,
splendid,,,,
honest,,,,
