liking,trust,anger,sadness,fear
great,ideal,hate,unhealthy,hurt
love,encouraging,idiot,sick,disturbing
excellent,congratulations,hurt,fail,
best,comfortable,irritation,,
awesome,kudos,loser,,
perfect,,failure,,
amazing,,dumbass,,
super,,,,
loved,,,,
free,,,,
brilliant,,,,
superb,,,,
wonderful,,,,
fantastic,,,,
happy,,,,
gain,,,,
lovely,,,,
beautiful,,,,
honest,,,,
trust,,,,
cheer,,,,
inspiration,,,,
prize,,,,
