liking,trust,anger,sadness,fear
love,ideal,hurt,ruin,hurt
free,comfortable,hate,fail,hell
great,encourage,horror,suffer,stressful
best,,angry,,horror
amazing,,,,
awesome,,,,
wonderful,,,,
loved,,,,
happy,,,,
fantastic,,,,
excellent,,,,
perfect,,,,
beautiful,,,,
trust,,,,
lovely,,,,
divine,,,,
delight,,,,
success,,,,
