liking,trust,anger,sadness,fear
great,ideal,hate,disappointment,
love,,cancer,,
awesome,,irritation,,
excellent,,pain,,
perfect,,,,
amazing,,,,
wonderful,,,,
free,,,,
happy,,,,
super,,,,
fantastic,,,,
best,,,,
outstanding,,,,
lovely,,,,
honest,,,,
inspire,,,,
loved,,,,
